pagamento_id,pedido_id,forma_pagamento,valor_pago,status_pagamento
1510,212,Boleto,99.9,Pago
1511,3821,PIX,250.0,Pendente
1512,1496,PIX,250.0,Pago
1513,2050,Cartão,99.9,Estornado
1514,4745,Cartão,250.0,Pendente
1515,2668,Boleto,150.0,Pendente
1516,2960,Boleto,150.0,Estornado
1517,2716,Boleto,150.0,Pago
1518,737,Boleto,150.0,Pago
1519,2864,Boleto,250.0,Pago
1520,498,Boleto,99.9,Pendente
1521,1093,Boleto,150.0,Estornado
1522,4008,PIX,250.0,Estornado
1523,3517,PIX,99.9,Estornado
1524,1715,Boleto,99.9,Pendente
1525,4445,Cartão,99.9,Estornado
1526,4422,Cartão,250.0,Estornado
1527,1741,PIX,99.9,Estornado
1528,2153,Boleto,99.9,Estornado
1529,318,Boleto,150.0,Estornado
1530,702,PIX,99.9,Pendente
1531,4348,Boleto,99.9,Estornado
1532,2457,Cartão,99.9,Pendente
1533,1774,Boleto,99.9,Pago
1534,1304,Boleto,250.0,Estornado
1535,3071,Boleto,150.0,Pago
1536,2824,Cartão,99.9,Pendente
1537,650,Boleto,99.9,Estornado
1538,3145,Cartão,99.9,Estornado
1539,231,Boleto,250.0,Pendente
1540,328,Boleto,250.0,Estornado
1541,44,Cartão,150.0,Estornado
1542,4962,PIX,99.9,Pago
1543,156,Boleto,250.0,Estornado
1544,1600,Cartão,99.9,Estornado
1545,3103,PIX,250.0,Pendente
1546,3177,Cartão,250.0,Pendente
1547,168,Boleto,150.0,Pago
1548,1180,Cartão,150.0,Pendente
1549,2894,PIX,99.9,Pago
1550,132,PIX,99.9,Pendente
1551,775,PIX,99.9,Estornado
1552,2336,Boleto,150.0,Pago
1553,599,PIX,150.0,Pendente
1554,2317,Boleto,99.9,Estornado
1555,1642,Cartão,150.0,Estornado
1556,3974,PIX,150.0,Pendente
1557,4000,Boleto,99.9,Pago
1558,3308,PIX,99.9,Pendente
1559,3534,PIX,150.0,Pendente
1560,1553,Boleto,150.0,Pendente
1561,3315,Boleto,250.0,Pago
1562,1343,Cartão,250.0,Pago
1563,853,Cartão,99.9,Pendente
1564,3725,PIX,150.0,Pago
1565,101,Cartão,99.9,Pago
1566,988,PIX,250.0,Estornado
1567,1098,Cartão,250.0,Pendente
1568,4101,Boleto,250.0,Pago
1569,402,Boleto,150.0,Pago
1570,1394,Cartão,99.9,Pago
1571,609,Cartão,99.9,Pendente
1572,1338,PIX,99.9,Estornado
1573,3453,Boleto,99.9,Estornado
1574,2069,Boleto,250.0,Pendente
1575,381,Cartão,99.9,Estornado
1576,1809,Cartão,250.0,Pendente
1577,2953,PIX,99.9,Pendente
1578,4877,Boleto,99.9,Pendente
1579,344,Cartão,99.9,Pago
1580,3363,Cartão,150.0,Estornado
1581,4169,Cartão,150.0,Pago
1582,3725,PIX,250.0,Pago
1583,136,PIX,250.0,Estornado
1584,3171,Cartão,99.9,Pendente
1585,4593,PIX,99.9,Estornado
1586,1069,PIX,150.0,Pago
1587,188,PIX,250.0,Estornado
1588,4071,Cartão,150.0,Pago
1589,4082,Boleto,150.0,Pago
1590,1258,PIX,250.0,Estornado
1591,3371,Cartão,99.9,Pago
1592,392,Cartão,250.0,Pago
1593,2422,Cartão,150.0,Estornado
1594,3691,Cartão,99.9,Pago
1595,1926,PIX,250.0,Pago
1596,1670,Cartão,99.9,Pago
1597,3584,Cartão,150.0,Pendente
1598,159,Cartão,99.9,Estornado
1599,1103,Boleto,150.0,Estornado
1600,632,Cartão,150.0,Pendente
1601,3598,PIX,150.0,Estornado
1602,610,PIX,150.0,Estornado
1603,550,PIX,250.0,Pendente
1604,2123,Boleto,150.0,Estornado
1605,3229,PIX,150.0,Estornado
1606,3974,Boleto,99.9,Pendente
1607,4008,Cartão,150.0,Estornado
1608,4728,PIX,99.9,Pendente
1609,3557,PIX,99.9,Pago
1610,1728,Cartão,250.0,Pendente
1611,4704,PIX,250.0,Pendente
1612,1790,PIX,99.9,Pendente
1613,2733,Cartão,150.0,Pago
1614,1167,PIX,250.0,Estornado
1615,4179,PIX,150.0,Estornado
1616,1218,Boleto,150.0,Pendente
1617,4332,Boleto,250.0,Pago
1618,3674,Boleto,150.0,Pendente
1619,551,Boleto,250.0,Estornado
1620,1651,Cartão,250.0,Pago
1621,4970,PIX,99.9,Estornado
1622,411,PIX,250.0,Estornado
1623,4822,Cartão,99.9,Estornado
1624,3782,PIX,250.0,Pago
1625,1322,Cartão,99.9,Estornado
1626,2163,PIX,99.9,Estornado
1627,3076,Cartão,250.0,Pago
1628,4242,Cartão,250.0,Pago
1629,1360,Cartão,150.0,Pendente
1630,4274,PIX,250.0,Pendente
1631,2515,Cartão,250.0,Pago
1632,122,Boleto,250.0,Estornado
1633,3251,Boleto,99.9,Pago
1634,3532,Cartão,250.0,Pendente
1635,1721,PIX,250.0,Pago
1636,1310,Boleto,250.0,Pago
1637,4332,Boleto,99.9,Pendente
1638,3170,PIX,150.0,Pago
1639,721,PIX,99.9,Estornado
1640,4347,PIX,150.0,Pago
1641,3194,Boleto,150.0,Estornado
1642,3367,Cartão,150.0,Pago
1643,2921,Boleto,150.0,Pago
1644,3743,PIX,150.0,Pendente
1645,1331,PIX,150.0,Pendente
1646,1294,Cartão,99.9,Estornado
1647,2473,Boleto,150.0,Pendente
1648,3490,PIX,250.0,Estornado
1649,2620,Cartão,250.0,Pago
1650,1190,Cartão,99.9,Estornado
1651,3348,Cartão,150.0,Pago
1652,4252,Cartão,250.0,Pago
1653,2751,Cartão,250.0,Pendente
1654,3805,Cartão,250.0,Pendente
1655,3049,Cartão,250.0,Estornado
1656,3022,Cartão,150.0,Estornado
1657,4200,PIX,250.0,Pago
1658,808,Cartão,99.9,Pendente
1659,649,Boleto,250.0,Pago
1660,2057,Cartão,99.9,Pendente
1661,1139,PIX,250.0,Pago
1662,2550,Boleto,99.9,Pago
1663,3812,Cartão,150.0,Pendente
1664,3634,Cartão,150.0,Pendente
1665,2962,PIX,150.0,Estornado
1666,3319,Cartão,250.0,Pago
1667,4171,Boleto,150.0,Pago
1668,3363,PIX,99.9,Pago
1669,2319,Boleto,99.9,Pendente
1670,719,PIX,150.0,Estornado
1671,3966,Boleto,99.9,Pago
1672,2898,Cartão,150.0,Pendente
1673,2956,Boleto,99.9,Estornado
1674,2326,Cartão,99.9,Pendente
1675,1985,Cartão,150.0,Estornado
1676,3740,PIX,250.0,Pendente
1677,2769,PIX,250.0,Pendente
1678,2194,Boleto,150.0,Pago
1679,623,PIX,250.0,Pendente
1680,1269,Boleto,250.0,Pendente
1681,3791,PIX,99.9,Pago
1682,1464,Cartão,150.0,Pago
1683,3597,Boleto,250.0,Estornado
1684,1523,Boleto,99.9,Pago
1685,2390,Boleto,150.0,Pago
1686,4137,PIX,150.0,Estornado
1687,4715,PIX,150.0,Pago
1688,4653,Cartão,250.0,Estornado
1689,395,Cartão,99.9,Estornado
1690,3369,Cartão,250.0,Pago
1691,4369,Boleto,99.9,Pago
1692,4843,Cartão,150.0,Pendente
1693,208,Boleto,250.0,Pago
1694,4685,PIX,250.0,Estornado
1695,2683,Boleto,150.0,Pendente
1696,274,PIX,250.0,Pago
1697,1182,Cartão,250.0,Estornado
1698,3153,Boleto,99.9,Estornado
1699,3798,PIX,250.0,Estornado
1700,3796,Boleto,150.0,Pago
1701,3983,Cartão,99.9,Pago
1702,218,Cartão,99.9,Pendente
1703,4881,Boleto,99.9,Estornado
1704,1589,PIX,250.0,Pendente
1705,2795,Cartão,99.9,Estornado
1706,3948,Cartão,99.9,Pendente
1707,465,Boleto,150.0,Pendente
1708,2279,PIX,250.0,Pago
1709,2888,Boleto,99.9,Pendente
1710,3144,PIX,150.0,Pendente
1711,4959,Cartão,99.9,Pendente
1712,1825,Cartão,250.0,Estornado
1713,495,Boleto,150.0,Pago
1714,2161,PIX,150.0,Pago
1715,4268,Boleto,250.0,Pendente
1716,3669,Cartão,150.0,Pendente
1717,4645,Cartão,150.0,Estornado
1718,3211,Boleto,99.9,Pendente
1719,3723,Boleto,150.0,Estornado
1720,952,PIX,150.0,Pago
1721,4067,Cartão,250.0,Pendente
1722,3827,PIX,250.0,Pendente
1723,1012,Boleto,250.0,Pago
1724,1846,PIX,150.0,Pago
1725,131,Cartão,150.0,Pendente
1726,701,Boleto,150.0,Estornado
1727,475,Cartão,250.0,Pago
1728,3990,PIX,99.9,Pendente
1729,3452,Cartão,99.9,Pago
1730,3895,Boleto,150.0,Pago
1731,1391,Cartão,99.9,Estornado
1732,3809,PIX,150.0,Pendente
1733,4182,Cartão,150.0,Estornado
1734,3702,Cartão,150.0,Pago
1735,4640,Boleto,250.0,Pendente
1736,2002,Boleto,99.9,Pendente
1737,1063,PIX,250.0,Pago
1738,3690,Boleto,250.0,Estornado
1739,1274,Cartão,99.9,Pago
1740,2391,Cartão,250.0,Pendente
1741,4037,PIX,99.9,Pago
1742,1783,Cartão,150.0,Pendente
1743,2870,Cartão,99.9,Pago
1744,4610,Cartão,250.0,Pendente
1745,3689,PIX,250.0,Pendente
1746,1399,Cartão,99.9,Pago
1747,969,PIX,150.0,Pago
1748,3638,PIX,250.0,Pendente
1749,1131,Boleto,99.9,Estornado
1750,3740,Cartão,99.9,Pendente
1751,4286,Boleto,250.0,Estornado
1752,3160,PIX,99.9,Pago
1753,2042,Boleto,250.0,Estornado
1754,2542,PIX,150.0,Pago
1755,3854,Cartão,150.0,Pendente
1756,852,PIX,99.9,Pendente
1757,3877,Boleto,250.0,Pago
1758,4918,Boleto,150.0,Pago
1759,3200,PIX,250.0,Estornado
1760,4563,Cartão,99.9,Pendente
1761,2672,Cartão,150.0,Pago
1762,2648,Boleto,99.9,Pendente
1763,4322,Cartão,99.9,Pendente
1764,2663,Boleto,99.9,Pendente
1765,2809,PIX,150.0,Estornado
1766,743,PIX,99.9,Pago
1767,1097,Boleto,250.0,Pago
1768,2676,Boleto,99.9,Pago
1769,2555,PIX,99.9,Pago
1770,1702,PIX,250.0,Estornado
1771,3270,PIX,250.0,Estornado
1772,1654,Cartão,250.0,Pago
1773,1231,PIX,99.9,Pendente
1774,180,Cartão,250.0,Pago
1775,4614,Cartão,150.0,Pago
1776,889,PIX,250.0,Pendente
1777,4549,Boleto,150.0,Pendente
1778,2343,PIX,250.0,Pendente
1779,2982,Boleto,99.9,Estornado
1780,2318,Cartão,250.0,Pago
1781,2801,Boleto,99.9,Pago
1782,3725,Cartão,150.0,Estornado
1783,3600,Cartão,250.0,Estornado
1784,4630,PIX,250.0,Pago
1785,2807,Cartão,150.0,Pago
1786,2207,PIX,99.9,Estornado
1787,1122,Cartão,250.0,Pago
1788,3830,Cartão,150.0,Pago
1789,2808,Cartão,250.0,Pendente
1790,4984,Cartão,250.0,Pendente
1791,4850,Cartão,150.0,Estornado
1792,889,Boleto,150.0,Pago
1793,247,Cartão,250.0,Estornado
1794,948,Cartão,150.0,Pago
1795,2671,PIX,250.0,Estornado
1796,4759,Cartão,250.0,Pago
1797,3101,PIX,99.9,Estornado
1798,2275,Boleto,250.0,Pendente
1799,1792,Cartão,250.0,Pago
1800,1893,Boleto,150.0,Pago
1801,139,PIX,150.0,Pago
1802,2802,Boleto,99.9,Pago
1803,2130,Cartão,150.0,Pendente
1804,1506,PIX,150.0,Pago
1805,4735,Boleto,99.9,Pendente
1806,4091,Boleto,250.0,Estornado
1807,3745,Boleto,250.0,Pendente
1808,1156,Boleto,150.0,Pago
1809,911,PIX,250.0,Estornado
1810,4154,Cartão,150.0,Pendente
1811,1339,Cartão,250.0,Estornado
1812,2737,Boleto,150.0,Pago
1813,2144,Cartão,150.0,Estornado
1814,700,PIX,250.0,Estornado
1815,4403,PIX,99.9,Estornado
1816,3685,Boleto,99.9,Pendente
1817,3124,PIX,150.0,Estornado
1818,3463,Boleto,150.0,Pendente
1819,606,Boleto,250.0,Estornado
1820,4933,PIX,150.0,Pago
1821,2061,Cartão,99.9,Estornado
1822,4439,Cartão,99.9,Pago
1823,1692,Boleto,99.9,Pago
1824,4226,PIX,99.9,Pendente
1825,597,Cartão,250.0,Pago
1826,2392,Boleto,250.0,Pendente
1827,1099,Boleto,150.0,Estornado
1828,3561,Boleto,150.0,Pendente
1829,2107,Boleto,250.0,Pago
1830,550,Boleto,250.0,Estornado
1831,1888,Cartão,150.0,Pago
1832,658,Cartão,250.0,Estornado
1833,1233,Cartão,150.0,Estornado
1834,1967,PIX,99.9,Estornado
1835,1726,Boleto,99.9,Estornado
1836,2768,Boleto,150.0,Pendente
1837,3310,Cartão,99.9,Pago
1838,2449,Boleto,99.9,Pendente
1839,2192,Boleto,99.9,Pendente
1840,186,PIX,250.0,Estornado
1841,1641,Boleto,99.9,Pago
1842,1028,Boleto,250.0,Pago
1843,4191,PIX,99.9,Pendente
1844,3385,PIX,250.0,Pago
1845,4493,PIX,250.0,Pendente
1846,4257,Cartão,99.9,Pago
1847,1643,PIX,150.0,Pendente
1848,2709,Boleto,250.0,Pago
1849,2771,Cartão,250.0,Estornado
1850,4394,PIX,150.0,Estornado
1851,4147,Boleto,99.9,Pendente
1852,3788,Cartão,150.0,Estornado
1853,41,Cartão,250.0,Estornado
1854,3743,PIX,250.0,Estornado
1855,4144,Boleto,150.0,Estornado
1856,4508,Cartão,150.0,Pago
1857,4482,PIX,250.0,Pendente
1858,2794,Cartão,250.0,Pago
1859,1,PIX,99.9,Pago
1860,1596,PIX,99.9,Pendente
1861,571,Cartão,150.0,Pago
1862,1854,Cartão,99.9,Pendente
1863,4083,Cartão,150.0,Pendente
1864,3723,Cartão,250.0,Pendente
1865,2601,Boleto,99.9,Pago
1866,289,Boleto,99.9,Pago
1867,4200,PIX,150.0,Pago
1868,2068,Boleto,250.0,Pendente
1869,2719,PIX,150.0,Estornado
1870,547,Cartão,250.0,Pago
1871,603,Cartão,150.0,Pendente
1872,3,Cartão,250.0,Pago
1873,4530,PIX,150.0,Pago
1874,11,PIX,150.0,Pendente
1875,3209,Cartão,250.0,Pendente
1876,2884,Boleto,99.9,Pago
1877,452,Cartão,250.0,Pago
1878,354,Cartão,250.0,Pago
1879,4362,Cartão,99.9,Pago
1880,2584,Boleto,250.0,Estornado
1881,4514,Boleto,250.0,Pago
1882,2271,Cartão,99.9,Estornado
1883,2999,Cartão,250.0,Pago
1884,285,Cartão,250.0,Estornado
1885,3463,Boleto,99.9,Estornado
1886,2509,PIX,99.9,Pendente
1887,2409,PIX,150.0,Estornado
1888,4696,Cartão,250.0,Estornado
1889,1163,Cartão,250.0,Pendente
1890,2455,Cartão,150.0,Estornado
1891,3954,Boleto,150.0,Pago
1892,1607,Cartão,250.0,Pendente
1893,784,PIX,99.9,Estornado
1894,1343,Boleto,150.0,Estornado
1895,3188,PIX,150.0,Estornado
1896,2982,Cartão,250.0,Estornado
1897,2247,Boleto,99.9,Pendente
1898,2485,Cartão,99.9,Pago
1899,4011,PIX,99.9,Pendente
1900,4917,PIX,250.0,Pendente
1901,4479,PIX,99.9,Pago
1902,3347,Cartão,99.9,Pendente
1903,4321,Cartão,150.0,Pago
1904,4394,PIX,250.0,Pendente
1905,4737,PIX,150.0,Pendente
1906,2650,PIX,99.9,Estornado
1907,2287,PIX,250.0,Estornado
1908,4911,Cartão,99.9,Estornado
1909,33,Boleto,99.9,Pago
1910,2091,Cartão,250.0,Estornado
1911,312,PIX,99.9,Estornado
1912,1428,Boleto,150.0,Pendente
1913,2497,Boleto,250.0,Pendente
1914,1416,Boleto,150.0,Pago
1915,4961,Boleto,250.0,Estornado
1916,3139,Boleto,150.0,Estornado
1917,3647,Cartão,150.0,Estornado
1918,1134,Cartão,150.0,Pago
1919,4477,Cartão,250.0,Pago
1920,2916,Boleto,250.0,Pendente
1921,796,Boleto,99.9,Estornado
1922,3404,PIX,99.9,Estornado
1923,3768,PIX,150.0,Pago
1924,1398,Cartão,99.9,Pendente
1925,4950,PIX,99.9,Pendente
1926,2069,Cartão,99.9,Pendente
1927,3279,Boleto,150.0,Estornado
1928,678,PIX,150.0,Pendente
1929,3376,Cartão,99.9,Estornado
1930,149,PIX,99.9,Pago
1931,4967,Boleto,150.0,Estornado
1932,1768,Boleto,250.0,Pago
1933,4900,PIX,250.0,Estornado
1934,1479,Boleto,250.0,Estornado
1935,1774,PIX,150.0,Estornado
1936,4548,PIX,99.9,Pendente
1937,1793,Boleto,150.0,Pago
1938,1199,Boleto,250.0,Pago
1939,979,Cartão,250.0,Pago
1940,4083,Boleto,250.0,Estornado
1941,1691,PIX,99.9,Pendente
1942,2530,Cartão,250.0,Pendente
1943,458,PIX,250.0,Estornado
1944,4376,PIX,150.0,Pendente
1945,2689,Boleto,150.0,Pago
1946,37,PIX,250.0,Pago
1947,2963,Boleto,99.9,Pago
1948,907,Boleto,99.9,Estornado
1949,78,PIX,99.9,Pago
1950,3436,Cartão,250.0,Estornado
1951,4725,PIX,150.0,Pendente
1952,3332,Boleto,250.0,Pago
1953,1856,Boleto,150.0,Pago
1954,1086,Boleto,250.0,Pago
1955,2354,Cartão,99.9,Pendente
1956,1761,Cartão,250.0,Pendente
1957,1522,Boleto,250.0,Pendente
1958,1531,PIX,250.0,Estornado
1959,2369,Boleto,150.0,Estornado
1960,2336,PIX,99.9,Estornado
1961,504,Boleto,150.0,Pago
1962,1657,Cartão,150.0,Estornado
1963,4501,Boleto,150.0,Pago
1964,493,Boleto,250.0,Pago
1965,3501,Boleto,250.0,Estornado
1966,3877,Cartão,250.0,Estornado
1967,3092,Cartão,99.9,Pendente
1968,2721,Boleto,150.0,Estornado
1969,124,Boleto,150.0,Pago
1970,4350,PIX,99.9,Estornado
1971,2155,PIX,150.0,Estornado
1972,985,Boleto,150.0,Pendente
1973,474,PIX,250.0,Pendente
1974,919,Boleto,250.0,Estornado
1975,3070,PIX,99.9,Pago
1976,4013,Boleto,250.0,Pago
1977,3686,Boleto,150.0,Estornado
1978,4381,Cartão,250.0,Pendente
1979,3966,Cartão,150.0,Estornado
1980,4612,PIX,99.9,Pago
1981,1887,Boleto,250.0,Estornado
1982,1659,Cartão,99.9,Pago
1983,2694,PIX,250.0,Pendente
1984,871,PIX,99.9,Estornado
1985,2732,PIX,150.0,Pendente
1986,1543,Boleto,250.0,Pago
1987,2723,Cartão,99.9,Estornado
1988,4194,Cartão,150.0,Estornado
1989,145,Boleto,250.0,Pago
1990,1071,Boleto,150.0,Estornado
1991,4758,PIX,150.0,Pendente
1992,4156,Cartão,99.9,Estornado
1993,3156,Boleto,150.0,Pendente
1994,1816,PIX,99.9,Estornado
1995,4661,Boleto,150.0,Estornado
1996,2908,PIX,250.0,Estornado
1997,1729,Boleto,150.0,Pago
1998,1884,PIX,150.0,Pendente
1999,1281,Boleto,250.0,Estornado
2000,3164,PIX,150.0,Pago
2001,3,PIX,99.9,Estornado
2002,3099,Cartão,250.0,Pendente
2003,3060,Cartão,250.0,Pago
2004,2674,Cartão,150.0,Estornado
2005,3040,PIX,150.0,Pendente
2006,2478,PIX,99.9,Pendente
2007,3774,PIX,250.0,Estornado
2008,307,Boleto,250.0,Pendente
2009,1037,Cartão,99.9,Pendente
2010,3818,PIX,250.0,Pendente
2011,2307,PIX,99.9,Estornado
2012,4185,Cartão,150.0,Pendente
2013,4285,PIX,150.0,Pago
2014,295,PIX,150.0,Pendente
2015,2177,PIX,250.0,Pendente
2016,2687,Cartão,150.0,Pendente
2017,857,Boleto,99.9,Pendente
2018,4613,Boleto,150.0,Estornado
2019,3056,PIX,150.0,Pago
2020,3525,Cartão,250.0,Estornado
2021,527,Cartão,250.0,Estornado
2022,1346,PIX,150.0,Pago
2023,3707,Boleto,150.0,Pendente
2024,857,Cartão,150.0,Pago
2025,4764,PIX,250.0,Pago
2026,1941,Cartão,250.0,Pago
2027,3070,Cartão,99.9,Estornado
2028,3475,Boleto,150.0,Estornado
2029,3625,Boleto,150.0,Pago
2030,1144,Cartão,99.9,Pendente
2031,2687,PIX,99.9,Pendente
2032,2740,Cartão,150.0,Pendente
2033,956,Cartão,150.0,Estornado
2034,1397,Cartão,150.0,Estornado
2035,2352,Cartão,150.0,Pendente
2036,3026,Boleto,99.9,Pendente
2037,4372,Cartão,99.9,Pendente
2038,67,Cartão,250.0,Pago
2039,2019,Boleto,99.9,Estornado
2040,1827,Cartão,99.9,Pendente
2041,663,Boleto,250.0,Pago
2042,3906,PIX,99.9,Estornado
2043,2364,PIX,150.0,Pago
2044,4158,PIX,99.9,Pendente
2045,2651,Boleto,99.9,Pago
2046,3262,Boleto,150.0,Pago
2047,4049,PIX,250.0,Pendente
2048,4541,Cartão,150.0,Pendente
2049,3880,Cartão,150.0,Pago
2050,3212,PIX,99.9,Pago
2051,2859,Boleto,99.9,Pendente
2052,2689,PIX,250.0,Pago
2053,776,Boleto,99.9,Estornado
2054,2771,Cartão,250.0,Pago
2055,1563,PIX,99.9,Pago
2056,462,Cartão,150.0,Estornado
2057,4624,PIX,99.9,Pendente
2058,4618,Cartão,150.0,Pendente
2059,4250,PIX,150.0,Pago
2060,1336,Boleto,150.0,Pago
2061,3347,Cartão,150.0,Pendente
2062,476,Cartão,99.9,Estornado
2063,1922,PIX,250.0,Pago
2064,2648,Boleto,99.9,Pago
2065,3195,PIX,99.9,Pendente
2066,2683,Boleto,150.0,Estornado
2067,164,PIX,150.0,Pago
2068,2464,Cartão,99.9,Pago
2069,2437,Boleto,150.0,Estornado
2070,2132,Boleto,99.9,Estornado
2071,4026,Cartão,150.0,Pendente
2072,3021,PIX,250.0,Estornado
2073,2221,Boleto,99.9,Estornado
2074,1853,Boleto,250.0,Pago
2075,1870,Boleto,250.0,Pago
2076,1582,PIX,250.0,Estornado
2077,4523,Boleto,150.0,Pago
2078,2705,Cartão,250.0,Pago
2079,1242,PIX,250.0,Pendente
2080,1898,Cartão,99.9,Pendente
2081,3870,Boleto,99.9,Pendente
2082,967,Cartão,250.0,Pendente
2083,4153,Boleto,250.0,Pendente
2084,3802,PIX,250.0,Pago
2085,1652,PIX,150.0,Pago
2086,539,Cartão,150.0,Pago
2087,2886,Cartão,150.0,Pago
2088,4426,Cartão,150.0,Pendente
2089,2188,PIX,250.0,Pago
2090,4593,Cartão,250.0,Estornado
2091,4646,Cartão,150.0,Pendente
2092,178,PIX,250.0,Estornado
2093,3468,Cartão,250.0,Pendente
2094,646,Boleto,150.0,Pendente
2095,3488,Cartão,99.9,Pendente
2096,2932,Boleto,250.0,Pago
2097,2269,PIX,99.9,Pendente
2098,404,Cartão,150.0,Estornado
2099,3151,Boleto,99.9,Pago
2100,1968,PIX,99.9,Estornado
2101,199,Boleto,250.0,Pago
2102,3243,PIX,150.0,Pago
2103,2190,PIX,99.9,Pago
2104,3522,Cartão,150.0,Pago
2105,407,Boleto,150.0,Estornado
2106,2617,Boleto,250.0,Pago
2107,4192,PIX,250.0,Pago
2108,2113,Boleto,150.0,Pendente
2109,3684,PIX,250.0,Pago
2110,972,PIX,150.0,Pago
2111,1163,Cartão,99.9,Pendente
2112,2560,Boleto,250.0,Estornado
2113,2953,PIX,150.0,Pendente
2114,1861,Cartão,250.0,Pago
2115,1187,Boleto,99.9,Pendente
2116,3488,Cartão,150.0,Pendente
2117,2050,Cartão,150.0,Pago
2118,4865,PIX,250.0,Pendente
2119,4637,Boleto,250.0,Estornado
2120,4268,PIX,150.0,Pendente
2121,972,Cartão,150.0,Pago
2122,4567,Cartão,150.0,Estornado
2123,3402,Cartão,99.9,Pago
2124,3578,PIX,150.0,Estornado
2125,3153,Boleto,99.9,Pago
2126,3994,Boleto,99.9,Pendente
2127,3294,Boleto,150.0,Pendente
2128,3989,Cartão,150.0,Estornado
2129,412,PIX,250.0,Estornado
2130,2261,Boleto,150.0,Pago
2131,1795,Boleto,150.0,Estornado
2132,3171,Cartão,250.0,Pago
2133,3063,Cartão,250.0,Pago
2134,3205,PIX,99.9,Pago
2135,4959,PIX,250.0,Estornado
2136,934,Boleto,250.0,Pendente
2137,2449,Boleto,150.0,Estornado
2138,3801,PIX,150.0,Estornado
2139,2523,PIX,150.0,Pendente
2140,3890,Boleto,250.0,Pendente
2141,4789,PIX,99.9,Estornado
2142,4873,Cartão,250.0,Estornado
2143,1199,PIX,150.0,Pago
2144,3271,Boleto,99.9,Estornado
2145,4869,Boleto,99.9,Pago
2146,2324,Cartão,150.0,Estornado
2147,3826,Boleto,250.0,Estornado
2148,3423,Cartão,99.9,Pendente
2149,3653,Boleto,250.0,Estornado
2150,4408,PIX,99.9,Pago
2151,3944,Boleto,250.0,Estornado
2152,3295,Cartão,250.0,Pendente
2153,2405,PIX,150.0,Pendente
2154,3836,PIX,150.0,Estornado
2155,2545,PIX,250.0,Estornado
2156,2925,PIX,250.0,Pago
2157,1194,PIX,150.0,Pago
2158,1189,PIX,99.9,Estornado
2159,4795,Boleto,150.0,Pago
2160,4515,Boleto,250.0,Pago
2161,4749,PIX,150.0,Pendente
2162,4578,Boleto,150.0,Estornado
2163,4623,Cartão,250.0,Pendente
2164,1672,Boleto,150.0,Estornado
2165,1464,Cartão,99.9,Estornado
2166,704,Boleto,150.0,Pendente
2167,4174,Cartão,99.9,Pendente
2168,4244,Cartão,250.0,Pago
2169,1133,Boleto,99.9,Pendente
2170,1187,Cartão,150.0,Pendente
2171,4259,PIX,250.0,Pago
2172,623,Cartão,150.0,Estornado
2173,2824,Cartão,250.0,Pago
2174,630,Boleto,250.0,Estornado
2175,3121,Boleto,99.9,Pago
2176,931,PIX,150.0,Estornado
2177,2156,PIX,250.0,Estornado
2178,1272,Boleto,99.9,Pendente
2179,4855,Boleto,99.9,Estornado
2180,2546,Boleto,99.9,Estornado
2181,2666,Boleto,99.9,Pendente
2182,2881,Boleto,250.0,Pendente
2183,907,Boleto,250.0,Estornado
2184,4247,PIX,99.9,Pago
2185,4044,PIX,150.0,Pendente
2186,354,Cartão,250.0,Pendente
2187,2269,Cartão,250.0,Pendente
2188,4494,Cartão,150.0,Pendente
2189,3237,Boleto,250.0,Pendente
2190,1932,PIX,99.9,Pendente
2191,4708,PIX,250.0,Estornado
2192,2357,Boleto,250.0,Pago
2193,1888,Cartão,99.9,Pendente
2194,4678,PIX,150.0,Pendente
2195,1193,PIX,150.0,Pago
2196,1182,Boleto,99.9,Estornado
2197,3128,Boleto,250.0,Pendente
2198,1948,PIX,250.0,Pendente
2199,4491,Cartão,150.0,Estornado
2200,4110,Cartão,99.9,Pendente
2201,4867,PIX,99.9,Pendente
2202,3103,Boleto,250.0,Pago
2203,664,Boleto,250.0,Pago
2204,3313,PIX,250.0,Pago
2205,4470,Cartão,150.0,Estornado
2206,1529,Cartão,150.0,Pendente
2207,3939,Cartão,99.9,Pago
2208,1201,Boleto,150.0,Pendente
2209,2820,Cartão,250.0,Estornado
2210,1991,Boleto,150.0,Pago
2211,1610,Boleto,250.0,Estornado
2212,4477,Cartão,99.9,Pendente
2213,2009,PIX,150.0,Pago
2214,4910,PIX,250.0,Estornado
2215,4939,Boleto,150.0,Pendente
2216,4307,Boleto,250.0,Pendente
2217,3494,PIX,250.0,Pago
2218,2229,Cartão,99.9,Pendente
2219,1713,Boleto,150.0,Pendente
2220,653,Cartão,99.9,Estornado
2221,3548,Cartão,250.0,Pendente
2222,394,Cartão,99.9,Pago
2223,363,Cartão,150.0,Pendente
2224,3911,PIX,99.9,Pago
2225,97,Cartão,99.9,Estornado
2226,3703,Boleto,99.9,Pendente
2227,3948,PIX,250.0,Estornado
2228,1112,PIX,150.0,Pago
2229,2598,Boleto,99.9,Estornado
2230,1499,Cartão,99.9,Estornado
2231,3707,Boleto,150.0,Estornado
2232,3912,Cartão,250.0,Pago
2233,4337,Cartão,99.9,Pago
2234,4808,Cartão,150.0,Estornado
2235,4750,PIX,250.0,Pendente
2236,309,Boleto,150.0,Estornado
2237,4486,Boleto,250.0,Estornado
