entrega_id,pedido_id,transportadora,data_envio,data_entrega,frete
2589,4609,LogX,2025-01-31,2025-02-02,-5
2590,3522,LogX,2025-03-05,2025-03-14,35
2591,2816,LogX,2025-05-18,2025-05-19,-5
2592,1431,Correios,2025-03-29,2025-04-07,35
2593,697,Correios,2025-03-08,2025-03-16,20
2594,3989,LogX,2025-05-28,2025-06-04,35
2595,2345,Correios,2025-03-03,2025-03-12,20
2596,3157,LogX,2025-05-23,2025-06-02,20
2597,1536,LogX,2025-06-06,2025-06-04,20
2598,2586,Correios,2025-03-17,2025-03-16,35
2599,928,Correios,2025-05-30,2025-06-04,20
2600,4654,LogX,2025-04-19,2025-04-17,-5
2601,202,LogX,2025-04-21,2025-04-24,-5
2602,4625,LogX,2025-02-19,2025-02-27,20
2603,232,Correios,2025-02-04,2025-02-06,20
2604,3894,LogX,2025-02-28,2025-03-04,35
2605,612,Correios,2025-02-15,2025-02-20,-5
2606,564,LogX,2025-05-30,2025-06-08,-5
2607,3350,LogX,2025-04-01,2025-04-05,35
2608,666,Correios,2025-01-19,2025-01-24,20
2609,3447,Correios,2025-01-10,2025-01-20,-5
2610,1729,Correios,2025-05-07,2025-05-07,-5
2611,4769,Correios,2025-05-28,2025-05-31,20
2612,781,LogX,2025-01-18,2025-01-16,35
2613,105,Correios,2025-01-16,2025-01-19,-5
2614,2685,Correios,2025-03-01,2025-03-07,-5
2615,3787,Correios,2025-06-30,2025-07-09,35
2616,941,LogX,2025-05-21,2025-05-19,-5
2617,4849,Correios,2025-02-05,2025-02-07,35
2618,866,Correios,2025-03-20,2025-03-18,20
2619,2101,Correios,2025-06-08,2025-06-13,-5
2620,3784,LogX,2025-04-06,2025-04-12,35
2621,864,LogX,2025-03-05,2025-03-08,35
2622,529,LogX,2025-06-04,2025-06-11,35
2623,1973,Correios,2025-04-09,2025-04-08,20
2624,116,Correios,2025-05-07,2025-05-13,35
2625,111,Correios,2025-01-02,2025-01-12,35
2626,740,Correios,2025-03-05,2025-03-06,35
2627,4956,LogX,2025-04-02,2025-04-11,-5
2628,4278,LogX,2025-06-01,2025-05-30,-5
2629,3527,LogX,2025-02-10,2025-02-20,20
2630,2472,Correios,2025-06-12,2025-06-17,20
2631,2954,LogX,2025-01-21,2025-01-22,35
2632,1958,Correios,2025-04-28,2025-05-01,35
2633,4203,LogX,2025-04-10,2025-04-13,35
2634,3359,Correios,2025-06-13,2025-06-14,35
2635,1907,Correios,2025-02-19,2025-02-18,20
2636,484,Correios,2025-03-22,2025-03-28,35
2637,363,LogX,2025-04-08,2025-04-13,-5
2638,4164,Correios,2025-04-19,2025-04-20,35
2639,392,LogX,2025-03-15,2025-03-20,20
2640,3726,Correios,2025-03-07,2025-03-06,35
2641,4625,Correios,2025-03-23,2025-04-02,-5
2642,59,LogX,2025-06-15,2025-06-13,20
2643,4975,LogX,2025-04-17,2025-04-15,-5
2644,3480,Correios,2025-03-23,2025-03-31,-5
2645,2446,LogX,2025-06-17,2025-06-22,20
2646,2549,LogX,2025-06-26,2025-07-01,-5
2647,2578,LogX,2025-01-12,2025-01-15,-5
2648,1466,Correios,2025-05-10,2025-05-12,35
2649,3187,Correios,2025-02-11,2025-02-18,35
2650,2465,Correios,2025-01-03,2025-01-12,-5
2651,599,LogX,2025-03-24,2025-03-22,35
2652,812,LogX,2025-03-08,2025-03-13,35
2653,1315,Correios,2025-04-06,2025-04-09,35
2654,3264,LogX,2025-01-09,2025-01-17,20
2655,3997,LogX,2025-02-20,2025-02-18,35
2656,4901,LogX,2025-04-10,2025-04-18,35
2657,176,Correios,2025-04-12,2025-04-18,35
2658,818,Correios,2025-01-02,2025-01-05,35
2659,1403,Correios,2025-04-06,2025-04-13,35
2660,2451,LogX,2025-03-01,2025-03-09,-5
2661,4592,Correios,2025-04-30,2025-05-01,35
2662,1061,Correios,2025-03-02,2025-03-03,35
2663,870,LogX,2025-04-03,2025-04-09,20
2664,1642,Correios,2025-04-19,2025-04-21,20
2665,2426,LogX,2025-01-12,2025-01-12,-5
2666,2594,Correios,2025-04-20,2025-04-29,20
2667,342,Correios,2025-06-17,2025-06-21,35
2668,1937,LogX,2025-03-11,2025-03-17,20
2669,2437,LogX,2025-05-24,2025-06-03,20
2670,2817,Correios,2025-06-27,2025-06-30,-5
2671,1116,Correios,2025-06-07,2025-06-13,35
2672,1904,Correios,2025-06-30,2025-06-29,20
2673,1006,LogX,2025-06-14,2025-06-14,35
2674,4234,Correios,2025-01-16,2025-01-20,35
2675,923,Correios,2025-04-23,2025-04-22,20
2676,1889,LogX,2025-01-25,2025-01-24,20
2677,4821,LogX,2025-01-04,2025-01-02,20
2678,3984,LogX,2025-01-16,2025-01-21,-5
2679,2413,LogX,2025-06-11,2025-06-18,-5
2680,2917,Correios,2025-04-09,2025-04-13,35
2681,796,Correios,2025-01-06,2025-01-08,35
2682,1872,LogX,2025-05-24,2025-05-23,35
2683,4534,Correios,2025-05-18,2025-05-19,20
2684,3739,Correios,2025-06-05,2025-06-14,35
2685,810,LogX,2025-02-12,2025-02-11,35
2686,3949,Correios,2025-06-13,2025-06-13,-5
2687,3809,LogX,2025-03-02,2025-03-01,-5
2688,198,Correios,2025-03-13,2025-03-19,35
2689,1408,LogX,2025-02-23,2025-02-22,35
2690,899,Correios,2025-01-10,2025-01-10,-5
2691,3721,LogX,2025-06-06,2025-06-11,20
2692,1961,LogX,2025-06-24,2025-06-27,20
2693,368,LogX,2025-02-16,2025-02-16,35
2694,540,Correios,2025-02-25,2025-02-26,35
2695,3894,Correios,2025-04-15,2025-04-16,20
2696,1502,Correios,2025-01-20,2025-01-20,20
2697,2106,Correios,2025-04-23,2025-04-23,-5
2698,4457,LogX,2025-01-02,2025-01-12,20
2699,607,LogX,2025-05-03,2025-05-11,20
2700,1215,Correios,2025-02-08,2025-02-06,20
2701,4800,Correios,2025-04-18,2025-04-21,20
2702,2575,LogX,2025-06-14,2025-06-22,-5
2703,4170,LogX,2025-03-28,2025-03-29,20
2704,1609,Correios,2025-03-14,2025-03-18,35
2705,743,Correios,2025-03-29,2025-04-08,-5
2706,504,Correios,2025-05-28,2025-06-06,35
2707,1484,LogX,2025-06-02,2025-06-09,35
2708,3040,Correios,2025-05-01,2025-04-29,-5
2709,4764,Correios,2025-05-26,2025-05-27,35
2710,2059,Correios,2025-01-17,2025-01-19,-5
2711,2188,Correios,2025-06-25,2025-07-05,20
2712,1106,Correios,2025-01-16,2025-01-15,35
2713,2359,Correios,2025-04-03,2025-04-05,35
2714,3331,LogX,2025-01-21,2025-01-20,20
2715,698,Correios,2025-06-12,2025-06-22,20
2716,1654,LogX,2025-01-25,2025-01-25,-5
2717,3467,Correios,2025-02-11,2025-02-12,20
2718,1351,LogX,2025-01-09,2025-01-18,20
2719,168,LogX,2025-03-03,2025-03-03,20
2720,278,LogX,2025-04-07,2025-04-08,-5
2721,2027,Correios,2025-04-01,2025-04-11,35
2722,3584,Correios,2025-02-09,2025-02-14,35
2723,4174,LogX,2025-06-23,2025-06-23,20
2724,2256,LogX,2025-01-03,2025-01-08,20
2725,2593,Correios,2025-06-13,2025-06-21,20
2726,1640,LogX,2025-03-04,2025-03-14,-5
2727,4076,Correios,2025-04-23,2025-04-29,20
2728,1096,LogX,2025-04-25,2025-04-24,35
2729,103,Correios,2025-04-21,2025-04-26,-5
2730,4963,LogX,2025-05-22,2025-05-31,35
2731,4968,LogX,2025-02-19,2025-02-23,35
2732,2787,LogX,2025-04-08,2025-04-15,35
2733,356,LogX,2025-04-24,2025-05-01,20
2734,3323,LogX,2025-03-31,2025-04-08,-5
2735,60,Correios,2025-01-02,2025-01-08,-5
2736,787,LogX,2025-03-21,2025-03-30,35
2737,1312,Correios,2025-02-12,2025-02-10,20
2738,1740,Correios,2025-03-05,2025-03-08,35
2739,232,LogX,2025-01-29,2025-02-02,35
2740,1002,Correios,2025-04-02,2025-03-31,20
2741,413,Correios,2025-01-08,2025-01-13,35
2742,784,Correios,2025-01-27,2025-02-04,20
2743,736,LogX,2025-04-12,2025-04-22,20
2744,1462,LogX,2025-03-18,2025-03-26,35
2745,1030,LogX,2025-06-24,2025-06-23,-5
2746,2829,Correios,2025-02-06,2025-02-04,-5
2747,2945,LogX,2025-03-20,2025-03-23,-5
2748,3682,LogX,2025-04-09,2025-04-14,-5
2749,1820,Correios,2025-01-20,2025-01-29,20
2750,3208,LogX,2025-04-24,2025-04-22,35
2751,528,LogX,2025-02-01,2025-02-08,35
2752,676,Correios,2025-05-29,2025-05-29,35
2753,438,Correios,2025-05-15,2025-05-17,-5
2754,2246,Correios,2025-02-16,2025-02-18,35
2755,2932,Correios,2025-03-06,2025-03-13,35
2756,2347,LogX,2025-01-19,2025-01-23,20
2757,2692,LogX,2025-01-08,2025-01-17,-5
2758,370,Correios,2025-01-25,2025-02-03,35
2759,1743,LogX,2025-02-02,2025-02-07,20
2760,66,LogX,2025-04-03,2025-04-11,35
2761,963,Correios,2025-04-02,2025-04-06,20
2762,1422,Correios,2025-02-08,2025-02-07,35
2763,3091,LogX,2025-02-11,2025-02-15,20
2764,4350,Correios,2025-02-10,2025-02-13,-5
2765,1957,LogX,2025-02-25,2025-03-01,20
2766,3602,Correios,2025-01-01,2025-01-10,20
2767,3849,LogX,2025-06-27,2025-07-07,20
2768,3650,Correios,2025-01-12,2025-01-15,-5
2769,69,LogX,2025-04-30,2025-05-08,20
2770,3220,Correios,2025-03-02,2025-03-12,35
2771,1078,Correios,2025-05-17,2025-05-23,-5
2772,3608,LogX,2025-03-29,2025-04-07,-5
2773,2649,LogX,2025-06-06,2025-06-05,35
2774,953,Correios,2025-05-06,2025-05-14,35
2775,4524,Correios,2025-01-29,2025-02-08,-5
2776,3700,Correios,2025-06-15,2025-06-19,-5
2777,211,Correios,2025-05-13,2025-05-23,20
2778,1799,LogX,2025-01-11,2025-01-19,35
2779,792,LogX,2025-04-19,2025-04-25,20
2780,1872,LogX,2025-02-08,2025-02-13,35
2781,2781,Correios,2025-06-29,2025-06-29,20
2782,2278,LogX,2025-06-28,2025-06-27,20
2783,4860,LogX,2025-06-26,2025-06-29,35
2784,3923,Correios,2025-03-11,2025-03-11,-5
2785,2263,LogX,2025-01-09,2025-01-09,-5
2786,502,Correios,2025-01-05,2025-01-07,35
2787,3894,Correios,2025-03-26,2025-04-03,20
2788,3863,Correios,2025-04-19,2025-04-22,20
2789,635,Correios,2025-01-24,2025-01-23,35
2790,4462,LogX,2025-01-21,2025-01-29,35
2791,2082,LogX,2025-02-18,2025-02-19,-5
2792,3226,Correios,2025-03-05,2025-03-14,35
2793,1395,Correios,2025-05-05,2025-05-14,35
2794,964,LogX,2025-06-24,2025-06-29,35
2795,868,Correios,2025-03-02,2025-03-10,35
2796,390,Correios,2025-06-22,2025-06-20,20
2797,4455,LogX,2025-01-12,2025-01-11,35
2798,2199,LogX,2025-04-06,2025-04-15,35
2799,4608,Correios,2025-05-04,2025-05-14,20
2800,3003,Correios,2025-03-11,2025-03-13,-5
2801,187,LogX,2025-02-27,2025-03-06,35
2802,4357,Correios,2025-01-24,2025-01-26,35
2803,2997,Correios,2025-04-28,2025-04-28,35
2804,4637,Correios,2025-06-20,2025-06-20,-5
2805,1834,LogX,2025-03-27,2025-03-28,35
2806,1806,LogX,2025-02-19,2025-02-22,20
2807,4131,LogX,2025-02-02,2025-02-03,35
2808,3141,Correios,2025-04-15,2025-04-19,-5
2809,900,LogX,2025-05-01,2025-05-03,35
2810,3126,Correios,2025-04-16,2025-04-14,35
2811,3564,Correios,2025-06-10,2025-06-16,20
2812,417,LogX,2025-04-14,2025-04-14,-5
2813,2105,Correios,2025-03-04,2025-03-04,20
2814,4896,Correios,2025-03-09,2025-03-10,20
2815,4618,Correios,2025-05-19,2025-05-28,-5
2816,639,LogX,2025-03-06,2025-03-04,20
2817,1711,LogX,2025-06-10,2025-06-16,20
2818,1866,Correios,2025-04-21,2025-04-21,35
2819,3405,LogX,2025-01-06,2025-01-06,-5
2820,110,Correios,2025-05-12,2025-05-21,35
2821,861,Correios,2025-06-02,2025-05-31,-5
2822,4927,LogX,2025-03-10,2025-03-18,35
2823,1106,LogX,2025-05-25,2025-06-03,-5
2824,3290,LogX,2025-01-02,2025-01-02,20
2825,3359,Correios,2025-06-04,2025-06-03,20
2826,3428,Correios,2025-01-06,2025-01-09,20
2827,72,Correios,2025-01-08,2025-01-11,35
2828,3852,Correios,2025-03-29,2025-04-08,20
2829,2739,LogX,2025-05-03,2025-05-13,20
2830,3697,Correios,2025-06-23,2025-06-25,35
2831,4963,LogX,2025-01-07,2025-01-06,-5
2832,3506,Correios,2025-01-06,2025-01-10,35
2833,3936,Correios,2025-01-13,2025-01-18,20
2834,4603,Correios,2025-04-21,2025-04-30,-5
2835,1883,LogX,2025-01-10,2025-01-16,35
2836,1452,Correios,2025-03-19,2025-03-25,35
2837,1765,LogX,2025-02-01,2025-01-30,35
2838,1858,LogX,2025-02-19,2025-02-19,-5
2839,3133,Correios,2025-06-14,2025-06-18,-5
2840,1547,LogX,2025-02-22,2025-02-24,-5
2841,2518,Correios,2025-01-02,2025-01-01,35
2842,3879,Correios,2025-03-24,2025-03-24,20
2843,3297,Correios,2025-04-15,2025-04-23,-5
2844,738,LogX,2025-05-04,2025-05-11,-5
2845,2296,Correios,2025-04-28,2025-04-30,20
2846,578,LogX,2025-03-10,2025-03-08,20
2847,2920,Correios,2025-06-10,2025-06-09,20
2848,4965,Correios,2025-04-12,2025-04-14,35
2849,159,LogX,2025-03-25,2025-03-24,35
2850,3374,LogX,2025-02-13,2025-02-11,-5
2851,1133,Correios,2025-04-08,2025-04-13,20
2852,848,LogX,2025-02-22,2025-03-01,35
2853,1615,LogX,2025-05-24,2025-05-22,20
2854,2928,Correios,2025-01-06,2025-01-16,-5
2855,3236,Correios,2025-02-26,2025-02-27,-5
2856,4369,Correios,2025-02-04,2025-02-06,-5
2857,4608,LogX,2025-03-19,2025-03-28,-5
2858,4284,Correios,2025-06-12,2025-06-20,35
2859,2677,Correios,2025-01-22,2025-01-30,35
2860,2055,Correios,2025-05-18,2025-05-21,35
2861,1375,Correios,2025-04-07,2025-04-09,-5
2862,1122,Correios,2025-04-10,2025-04-19,35
2863,1997,LogX,2025-04-10,2025-04-16,20
2864,3907,LogX,2025-06-09,2025-06-17,35
2865,4455,LogX,2025-01-03,2025-01-12,20
2866,1416,Correios,2025-01-09,2025-01-13,-5
2867,189,LogX,2025-01-29,2025-02-05,20
2868,1613,Correios,2025-03-26,2025-04-03,35
2869,2916,LogX,2025-04-23,2025-04-26,20
2870,1334,LogX,2025-02-10,2025-02-10,35
2871,2653,LogX,2025-04-15,2025-04-21,20
2872,2462,LogX,2025-06-11,2025-06-16,-5
2873,4140,LogX,2025-03-15,2025-03-23,35
2874,3772,LogX,2025-02-18,2025-02-25,20
2875,453,Correios,2025-06-22,2025-06-23,35
2876,2575,LogX,2025-03-02,2025-03-06,-5
2877,2453,Correios,2025-01-15,2025-01-20,-5
2878,373,LogX,2025-06-02,2025-06-03,35
2879,3921,LogX,2025-02-20,2025-02-20,-5
2880,2029,Correios,2025-01-07,2025-01-11,-5
2881,1120,LogX,2025-05-18,2025-05-25,-5
2882,4135,Correios,2025-04-01,2025-04-02,-5
2883,2202,Correios,2025-01-14,2025-01-23,35
2884,475,Correios,2025-06-26,2025-06-28,-5
2885,4488,LogX,2025-05-01,2025-05-09,-5
2886,2599,Correios,2025-02-17,2025-02-16,35
2887,578,LogX,2025-01-03,2025-01-05,35
2888,3749,Correios,2025-05-01,2025-05-02,35
2889,3148,Correios,2025-01-15,2025-01-13,35
2890,1661,Correios,2025-02-01,2025-02-06,35
2891,3454,Correios,2025-06-25,2025-06-23,-5
2892,4711,LogX,2025-04-25,2025-04-27,35
2893,2209,Correios,2025-04-16,2025-04-23,35
2894,242,LogX,2025-05-08,2025-05-08,35
2895,1839,Correios,2025-06-29,2025-06-30,35
2896,2013,Correios,2025-04-13,2025-04-15,35
2897,4969,LogX,2025-01-21,2025-01-23,20
2898,422,Correios,2025-03-19,2025-03-22,-5
2899,4473,Correios,2025-01-25,2025-01-29,20
2900,3917,LogX,2025-01-30,2025-02-04,35
2901,1290,Correios,2025-04-26,2025-05-05,35
2902,4039,LogX,2025-05-04,2025-05-13,-5
2903,1837,Correios,2025-01-11,2025-01-13,-5
2904,3408,LogX,2025-05-25,2025-05-27,35
2905,4243,Correios,2025-05-17,2025-05-21,35
2906,2339,Correios,2025-05-17,2025-05-21,20
2907,523,Correios,2025-02-21,2025-02-27,35
2908,3695,Correios,2025-02-12,2025-02-16,-5
2909,2877,Correios,2025-02-27,2025-02-28,20
2910,1218,LogX,2025-03-26,2025-04-05,20
2911,499,Correios,2025-06-29,2025-07-01,35
2912,3272,Correios,2025-03-26,2025-03-25,-5
2913,1340,LogX,2025-04-02,2025-04-09,20
2914,479,Correios,2025-02-11,2025-02-16,35
2915,4117,LogX,2025-02-13,2025-02-21,20
2916,3544,Correios,2025-03-21,2025-03-29,35
2917,1242,LogX,2025-03-30,2025-04-07,20
2918,4379,Correios,2025-02-28,2025-03-06,20
2919,1011,Correios,2025-03-12,2025-03-10,35
2920,3273,LogX,2025-04-12,2025-04-20,35
2921,4622,Correios,2025-04-26,2025-05-06,20
2922,2937,LogX,2025-01-02,2025-01-10,20
2923,2416,LogX,2025-05-23,2025-05-29,-5
2924,3189,LogX,2025-04-09,2025-04-09,35
2925,971,LogX,2025-05-12,2025-05-21,35
2926,4220,LogX,2025-04-21,2025-04-22,-5
2927,4301,LogX,2025-05-28,2025-06-07,35
2928,1186,LogX,2025-01-01,2025-01-03,35
2929,4038,LogX,2025-01-04,2025-01-04,35
2930,2880,Correios,2025-04-22,2025-04-20,35
2931,3699,LogX,2025-03-13,2025-03-22,-5
2932,1314,LogX,2025-01-24,2025-02-01,35
2933,2541,LogX,2025-06-16,2025-06-21,-5
2934,844,Correios,2025-05-29,2025-06-03,35
2935,3845,LogX,2025-01-15,2025-01-21,35
2936,738,Correios,2025-03-10,2025-03-14,35
2937,1022,LogX,2025-05-05,2025-05-14,-5
2938,3233,LogX,2025-04-29,2025-04-30,20
2939,3688,LogX,2025-03-16,2025-03-20,-5
2940,2360,LogX,2025-04-20,2025-04-27,-5
2941,1723,LogX,2025-06-18,2025-06-23,-5
2942,4665,LogX,2025-06-09,2025-06-13,20
2943,881,LogX,2025-03-15,2025-03-13,-5
2944,692,Correios,2025-05-03,2025-05-04,-5
2945,1814,LogX,2025-01-30,2025-01-28,20
2946,3444,LogX,2025-06-13,2025-06-23,35
2947,3712,Correios,2025-06-27,2025-07-04,20
2948,2409,LogX,2025-03-01,2025-03-09,20
2949,1566,Correios,2025-01-28,2025-01-29,35
2950,669,Correios,2025-01-17,2025-01-25,35
2951,1550,Correios,2025-03-12,2025-03-15,35
2952,610,LogX,2025-03-12,2025-03-10,20
2953,1650,LogX,2025-06-30,2025-07-06,35
2954,285,Correios,2025-04-09,2025-04-15,20
2955,2690,Correios,2025-03-17,2025-03-27,35
2956,2457,Correios,2025-01-04,2025-01-14,-5
2957,1264,Correios,2025-02-03,2025-02-12,-5
2958,1484,LogX,2025-03-09,2025-03-13,35
2959,964,LogX,2025-03-25,2025-03-26,20
2960,4288,LogX,2025-02-04,2025-02-02,20
2961,3892,Correios,2025-06-02,2025-06-01,35
2962,3204,Correios,2025-03-12,2025-03-16,20
2963,2688,LogX,2025-01-28,2025-01-29,-5
2964,2455,LogX,2025-05-16,2025-05-26,-5
2965,710,LogX,2025-03-23,2025-03-24,20
2966,4253,LogX,2025-06-03,2025-06-05,20
2967,652,LogX,2025-04-12,2025-04-12,-5
2968,117,LogX,2025-03-18,2025-03-25,35
2969,283,Correios,2025-06-25,2025-06-26,20
2970,370,LogX,2025-06-25,2025-06-23,20
2971,1337,LogX,2025-05-07,2025-05-11,20
2972,3206,LogX,2025-01-29,2025-02-08,-5
2973,716,Correios,2025-06-18,2025-06-20,20
2974,4022,LogX,2025-01-08,2025-01-17,20
2975,4866,LogX,2025-06-12,2025-06-19,35
2976,4843,LogX,2025-03-07,2025-03-16,-5
2977,4144,Correios,2025-03-31,2025-04-07,20
2978,4376,Correios,2025-05-27,2025-05-26,-5
2979,4268,Correios,2025-01-07,2025-01-11,35
2980,2209,LogX,2025-01-23,2025-01-30,20
2981,915,Correios,2025-01-07,2025-01-06,20
2982,4692,Correios,2025-04-17,2025-04-15,-5
2983,3727,LogX,2025-01-06,2025-01-12,20
2984,1501,LogX,2025-02-14,2025-02-14,20
2985,2915,LogX,2025-06-29,2025-07-07,35
2986,3997,LogX,2025-02-09,2025-02-09,-5
2987,4639,LogX,2025-02-28,2025-03-02,20
2988,71,Correios,2025-03-19,2025-03-27,20
2989,140,Correios,2025-02-02,2025-02-06,-5
2990,551,LogX,2025-05-18,2025-05-21,35
2991,3761,LogX,2025-03-13,2025-03-14,-5
2992,2290,LogX,2025-03-03,2025-03-05,35
2993,1463,Correios,2025-03-03,2025-03-11,-5
2994,1288,Correios,2025-06-19,2025-06-26,35
2995,2321,LogX,2025-05-13,2025-05-20,35
2996,1627,Correios,2025-01-18,2025-01-18,35
2997,3132,Correios,2025-04-03,2025-04-10,-5
2998,1632,LogX,2025-01-08,2025-01-10,20
2999,4659,LogX,2025-05-31,2025-06-07,-5
3000,609,Correios,2025-04-30,2025-05-07,-5
3001,2063,Correios,2025-03-12,2025-03-14,20
3002,2772,LogX,2025-05-04,2025-05-10,-5
3003,3717,LogX,2025-04-22,2025-05-01,35
3004,1903,Correios,2025-03-23,2025-03-24,35
3005,4117,Correios,2025-04-10,2025-04-10,20
3006,4609,Correios,2025-01-26,2025-02-01,-5
3007,4351,Correios,2025-05-06,2025-05-09,20
3008,2742,Correios,2025-01-12,2025-01-17,20
3009,483,LogX,2025-02-01,2025-02-10,35
3010,4328,Correios,2025-05-20,2025-05-20,35
3011,376,Correios,2025-01-15,2025-01-15,-5
3012,3238,Correios,2025-04-26,2025-05-05,20
3013,2794,Correios,2025-02-09,2025-02-10,35
3014,1264,LogX,2025-03-19,2025-03-24,-5
3015,3295,Correios,2025-05-05,2025-05-07,35
3016,2623,LogX,2025-03-23,2025-03-23,20
3017,623,Correios,2025-02-12,2025-02-11,35
3018,2767,Correios,2025-03-04,2025-03-14,35
3019,2704,LogX,2025-03-04,2025-03-03,20
3020,3486,Correios,2025-02-17,2025-02-23,35
3021,176,LogX,2025-05-15,2025-05-15,35
3022,2407,Correios,2025-05-11,2025-05-12,20
3023,3223,LogX,2025-05-27,2025-05-29,-5
3024,4504,Correios,2025-05-12,2025-05-14,35
3025,191,LogX,2025-04-21,2025-04-26,-5
3026,2516,Correios,2025-04-30,2025-04-29,-5
3027,4907,Correios,2025-03-06,2025-03-05,-5
3028,2206,Correios,2025-01-07,2025-01-13,-5
3029,1642,LogX,2025-05-25,2025-05-25,20
3030,2117,LogX,2025-02-07,2025-02-08,20
3031,418,Correios,2025-05-16,2025-05-14,35
3032,690,LogX,2025-06-10,2025-06-19,20
3033,1437,LogX,2025-05-31,2025-06-03,35
3034,2102,Correios,2025-03-23,2025-03-25,35
3035,460,Correios,2025-03-14,2025-03-12,20
3036,209,LogX,2025-04-10,2025-04-09,-5
3037,1145,LogX,2025-02-27,2025-02-28,35
3038,2463,Correios,2025-05-12,2025-05-12,-5
3039,1235,LogX,2025-01-20,2025-01-30,35
3040,3412,Correios,2025-05-30,2025-06-08,35
3041,3958,LogX,2025-05-17,2025-05-19,35
3042,4426,Correios,2025-03-19,2025-03-24,20
3043,740,LogX,2025-06-19,2025-06-22,20
3044,251,LogX,2025-03-26,2025-03-29,20
3045,2930,LogX,2025-04-19,2025-04-25,-5
3046,3403,LogX,2025-05-13,2025-05-14,35
3047,3418,Correios,2025-01-31,2025-01-30,-5
3048,1636,Correios,2025-02-15,2025-02-17,35
3049,1148,LogX,2025-04-08,2025-04-14,-5
3050,1042,LogX,2025-04-25,2025-04-28,-5
3051,203,LogX,2025-06-02,2025-06-12,-5
3052,1600,Correios,2025-03-27,2025-04-03,20
3053,3941,LogX,2025-01-26,2025-01-30,20
3054,830,LogX,2025-04-02,2025-04-02,35
3055,3076,Correios,2025-04-05,2025-04-15,35
3056,378,Correios,2025-04-12,2025-04-11,20
3057,3468,LogX,2025-05-09,2025-05-14,-5
3058,4697,LogX,2025-05-23,2025-05-30,20
3059,4257,LogX,2025-03-20,2025-03-26,35
3060,1277,LogX,2025-06-20,2025-06-22,35
3061,2445,Correios,2025-04-02,2025-04-08,35
3062,555,LogX,2025-05-23,2025-05-28,20
3063,4353,LogX,2025-04-23,2025-04-25,35
3064,4729,Correios,2025-05-31,2025-06-04,35
3065,783,LogX,2025-02-16,2025-02-20,35
3066,1934,LogX,2025-01-03,2025-01-05,35
3067,3277,LogX,2025-01-10,2025-01-18,35
3068,2761,LogX,2025-06-03,2025-06-03,-5
3069,528,Correios,2025-04-10,2025-04-09,35
3070,2409,Correios,2025-06-17,2025-06-15,20
3071,1969,Correios,2025-01-18,2025-01-16,20
3072,3932,Correios,2025-01-14,2025-01-20,35
3073,151,LogX,2025-06-09,2025-06-14,-5
3074,1149,Correios,2025-02-02,2025-02-08,-5
3075,504,Correios,2025-04-14,2025-04-19,20
3076,94,Correios,2025-03-04,2025-03-14,20
3077,1310,LogX,2025-01-01,2025-01-03,-5
3078,4447,LogX,2025-05-25,2025-05-23,20
3079,4831,LogX,2025-02-21,2025-02-22,-5
3080,2656,Correios,2025-03-17,2025-03-18,-5
3081,1859,Correios,2025-04-21,2025-04-30,-5
3082,66,LogX,2025-03-13,2025-03-16,20
3083,979,Correios,2025-02-07,2025-02-06,20
3084,1185,LogX,2025-06-25,2025-06-28,35
3085,1889,LogX,2025-02-13,2025-02-16,35
3086,249,Correios,2025-06-18,2025-06-17,-5
3087,1302,Correios,2025-01-07,2025-01-15,20
3088,1721,LogX,2025-04-24,2025-04-26,35
3089,1752,Correios,2025-05-20,2025-05-22,-5
3090,1322,LogX,2025-05-10,2025-05-13,35
3091,114,Correios,2025-05-21,2025-05-19,-5
3092,1134,LogX,2025-05-27,2025-06-03,35
3093,1314,Correios,2025-03-18,2025-03-18,35
3094,338,Correios,2025-06-07,2025-06-05,35
3095,281,Correios,2025-03-31,2025-04-09,-5
3096,2063,Correios,2025-06-06,2025-06-15,35
3097,1110,LogX,2025-02-05,2025-02-14,-5
3098,586,Correios,2025-01-15,2025-01-16,-5
3099,2991,Correios,2025-03-01,2025-03-05,-5
3100,2695,LogX,2025-01-14,2025-01-21,-5
3101,2923,LogX,2025-03-01,2025-03-01,-5
3102,4075,LogX,2025-05-14,2025-05-22,35
3103,2684,LogX,2025-03-20,2025-03-23,20
3104,2253,Correios,2025-06-18,2025-06-16,35
3105,2343,LogX,2025-02-01,2025-02-01,-5
3106,2183,Correios,2025-04-14,2025-04-14,-5
3107,1633,Correios,2025-03-14,2025-03-20,-5
3108,636,Correios,2025-04-14,2025-04-22,35
3109,4442,Correios,2025-06-15,2025-06-17,20
3110,3732,Correios,2025-03-08,2025-03-18,-5
3111,4592,LogX,2025-05-25,2025-05-27,-5
3112,1270,LogX,2025-03-19,2025-03-27,-5
3113,3519,Correios,2025-04-27,2025-05-05,35
3114,2665,LogX,2025-05-28,2025-05-31,20
3115,307,LogX,2025-04-09,2025-04-09,35
3116,155,Correios,2025-04-27,2025-05-02,20
3117,246,Correios,2025-03-06,2025-03-14,20
3118,1561,Correios,2025-01-23,2025-01-24,20
3119,4318,Correios,2025-04-22,2025-04-28,35
3120,3947,LogX,2025-05-06,2025-05-04,35
3121,2069,Correios,2025-03-02,2025-03-08,-5
3122,2023,LogX,2025-02-20,2025-02-28,-5
3123,1406,LogX,2025-03-30,2025-04-01,-5
3124,1562,Correios,2025-02-22,2025-02-21,35
