pedido_id,cliente_id,produto_id,quantidade,valor_unitario,desconto,data_pedido,status
2562,171,46,4,200.0,0,21/02/2025,Cancelado
2563,484,64,2,99.9,10,2025-04-13,Pago
2564,499,54,4,150.0,10,09/06/2025,Enviado
2565,113,36,2,200.0,10,2025-05-25,Pago
2566,298,79,5,150.0,120,2025-01-22,Enviado
2567,27,57,4,99.9,0,2025-01-26,Pago
2568,284,98,2,200.0,0,28/01/2025,Enviado
2569,66,17,1,99.9,0,10/01/2025,Enviado
2570,490,94,5,99.9,120,2025-01-27,Pago
2571,218,5,4,200.0,0,2025-05-15,Cancelado
2572,475,36,1,200.0,0,14/06/2025,Pago
2573,161,73,2,200.0,10,2025-02-05,Enviado
2574,226,24,5,99.9,0,2025-05-17,Pago
2575,421,4,2,99.9,120,2025-06-01,Enviado
2576,123,85,1,200.0,120,30/05/2025,Pago
2577,196,38,2,200.0,0,09/01/2025,Cancelado
2578,326,15,1,99.9,120,26/05/2025,Cancelado
2579,365,1,5,150.0,10,03/04/2025,Enviado
2580,143,47,4,99.9,0,2025-01-30,Pago
2581,262,76,5,200.0,0,2025-06-10,Pago
2582,237,72,5,99.9,0,05/06/2025,Enviado
2583,189,14,4,200.0,0,24/04/2025,Pago
2584,279,61,3,200.0,0,21/01/2025,Pago
2585,306,47,3,150.0,120,07/04/2025,Pago
2586,241,99,1,200.0,10,14/06/2025,Cancelado
2587,86,67,3,99.9,0,12/06/2025,Enviado
2588,462,77,1,150.0,10,2025-02-24,Cancelado
2589,234,95,2,99.9,120,10/04/2025,Cancelado
2590,422,93,2,150.0,10,24/05/2025,Enviado
2591,269,99,4,99.9,0,27/04/2025,Enviado
2592,247,70,1,150.0,120,2025-05-31,Pago
2593,285,93,4,99.9,0,20/02/2025,Cancelado
2594,356,49,1,200.0,10,06/02/2025,Enviado
2595,168,26,4,200.0,10,2025-05-12,Enviado
2596,377,15,4,150.0,0,28/05/2025,Cancelado
2597,483,3,2,200.0,120,2025-02-27,Pago
2598,464,26,2,200.0,10,2025-02-13,Cancelado
2599,381,29,5,150.0,120,2025-03-28,Cancelado
2600,212,42,1,150.0,10,2025-06-18,Enviado
2601,396,51,2,150.0,10,01/02/2025,Enviado
2602,389,72,5,150.0,0,24/01/2025,Enviado
2603,252,22,1,200.0,120,2025-01-26,Enviado
2604,249,74,1,99.9,120,01/02/2025,Cancelado
2605,136,49,2,99.9,10,10/06/2025,Pago
2606,355,1,5,150.0,0,03/06/2025,Pago
2607,339,75,1,200.0,10,2025-03-26,Cancelado
2608,263,23,5,99.9,0,2025-05-22,Cancelado
2609,322,50,5,150.0,120,12/01/2025,Cancelado
2610,417,40,4,150.0,0,22/01/2025,Enviado
2611,172,53,1,150.0,120,2025-05-31,Pago
2612,51,74,3,150.0,0,09/01/2025,Cancelado
2613,351,49,5,150.0,10,10/05/2025,Cancelado
2614,133,64,2,99.9,120,28/01/2025,Cancelado
2615,276,70,1,150.0,10,21/03/2025,Enviado
2616,331,21,1,150.0,10,15/05/2025,Pago
2617,194,81,2,99.9,120,08/03/2025,Enviado
2618,480,80,1,150.0,0,26/01/2025,Cancelado
2619,269,9,2,99.9,10,03/01/2025,Pago
2620,349,100,3,99.9,120,2025-06-19,Cancelado
2621,394,93,1,150.0,0,2025-05-04,Pago
2622,430,5,1,200.0,10,2025-04-20,Cancelado
2623,206,73,4,200.0,10,2025-03-12,Pago
2624,201,68,3,200.0,0,29/06/2025,Cancelado
2625,301,28,2,200.0,10,2025-06-03,Enviado
2626,465,68,4,150.0,10,20/02/2025,Cancelado
2627,75,32,2,150.0,10,2025-03-30,Enviado
2628,211,72,3,99.9,0,22/05/2025,Pago
2629,59,26,1,150.0,0,2025-04-16,Pago
2630,37,13,5,200.0,0,2025-04-06,Cancelado
2631,137,100,2,200.0,120,2025-04-10,Cancelado
2632,119,41,3,150.0,120,25/03/2025,Cancelado
2633,319,44,1,150.0,10,2025-01-02,Pago
2634,276,93,3,150.0,0,2025-05-23,Cancelado
2635,208,64,4,150.0,10,09/03/2025,Cancelado
2636,58,50,2,150.0,120,15/05/2025,Enviado
2637,82,85,4,150.0,120,2025-05-05,Cancelado
2638,127,38,1,200.0,0,07/01/2025,Enviado
2639,493,59,2,150.0,0,2025-04-11,Cancelado
2640,169,26,2,99.9,0,2025-04-15,Enviado
2641,314,38,5,150.0,0,2025-05-09,Cancelado
2642,325,16,4,200.0,120,2025-04-12,Enviado
2643,229,19,4,150.0,10,2025-04-16,Pago
2644,167,5,1,200.0,120,26/05/2025,Pago
2645,178,7,3,99.9,0,2025-01-09,Pago
2646,256,81,4,200.0,120,19/04/2025,Enviado
2647,278,73,5,200.0,0,15/03/2025,Enviado
2648,395,37,5,150.0,10,2025-01-11,Cancelado
2649,112,16,2,200.0,10,18/04/2025,Pago
2650,303,14,1,99.9,0,2025-04-16,Cancelado
2651,183,27,5,200.0,0,2025-05-17,Pago
2652,19,56,3,150.0,120,04/03/2025,Cancelado
2653,251,68,4,150.0,10,17/01/2025,Enviado
2654,431,5,3,99.9,10,08/05/2025,Enviado
2655,154,47,4,200.0,0,2025-05-01,Enviado
2656,124,23,4,200.0,0,17/03/2025,Enviado
2657,190,85,4,99.9,10,03/04/2025,Pago
2658,17,28,2,150.0,0,12/03/2025,Pago
2659,211,2,2,99.9,120,23/01/2025,Pago
2660,315,91,4,200.0,0,14/02/2025,Cancelado
2661,8,11,5,150.0,0,02/01/2025,Enviado
2662,179,78,1,150.0,10,25/06/2025,Pago
2663,91,74,5,200.0,10,2025-03-14,Enviado
2664,150,18,2,200.0,120,22/03/2025,Cancelado
2665,439,67,1,99.9,0,2025-05-25,Pago
2666,70,71,2,99.9,0,2025-03-26,Pago
2667,418,82,3,99.9,120,2025-03-06,Pago
2668,147,28,3,200.0,10,2025-03-04,Cancelado
2669,193,14,1,200.0,10,2025-01-09,Cancelado
2670,262,2,5,200.0,120,19/04/2025,Pago
2671,204,10,3,200.0,0,2025-01-07,Cancelado
2672,450,13,1,200.0,0,2025-04-04,Pago
2673,493,17,2,200.0,120,2025-01-07,Cancelado
2674,367,36,1,200.0,120,02/02/2025,Enviado
2674,223,76,3,200.0,120,19/03/2025,Enviado
2676,106,90,5,150.0,120,2025-06-02,Cancelado
2677,158,2,3,200.0,10,25/04/2025,Cancelado
2678,266,76,3,99.9,0,2025-04-10,Cancelado
2679,410,45,4,99.9,0,19/02/2025,Cancelado
2680,312,84,2,99.9,120,20/04/2025,Pago
2681,105,1,2,150.0,120,2025-01-18,Pago
2682,350,25,3,150.0,0,09/01/2025,Pago
2683,477,69,3,99.9,120,22/06/2025,Enviado
2684,36,55,2,150.0,10,24/04/2025,Pago
2685,80,29,2,99.9,0,05/03/2025,Cancelado
2686,198,92,4,200.0,120,28/02/2025,Cancelado
2687,198,8,2,150.0,0,2025-01-08,Cancelado
2688,79,61,1,200.0,0,2025-01-04,Enviado
2689,166,89,5,200.0,120,13/04/2025,Pago
2690,24,6,3,200.0,10,2025-02-18,Cancelado
2691,456,34,2,200.0,120,01/01/2025,Enviado
2692,166,100,5,200.0,10,2025-05-10,Enviado
2693,358,61,1,150.0,10,20/04/2025,Cancelado
2694,382,20,3,200.0,10,16/01/2025,Enviado
2695,192,85,1,99.9,10,21/06/2025,Enviado
2696,475,86,4,150.0,0,14/03/2025,Pago
2697,26,20,5,150.0,10,27/03/2025,Enviado
2698,3,90,4,200.0,10,04/05/2025,Pago
2699,235,6,3,99.9,10,2025-02-10,Pago
2700,348,63,2,99.9,10,26/02/2025,Pago
2701,406,3,4,99.9,10,2025-01-15,Cancelado
2702,125,57,5,99.9,0,06/04/2025,Pago
2703,456,79,5,99.9,10,29/03/2025,Pago
2704,211,100,3,150.0,0,24/04/2025,Pago
2705,413,37,3,99.9,0,2025-05-16,Cancelado
2706,179,38,4,150.0,0,10/03/2025,Enviado
2707,309,1,4,150.0,0,20/04/2025,Cancelado
2708,372,12,4,150.0,0,23/05/2025,Enviado
2709,263,92,1,200.0,0,2025-04-24,Pago
2710,247,51,5,99.9,120,10/03/2025,Pago
2711,447,19,1,150.0,10,2025-03-21,Cancelado
2712,262,61,1,150.0,10,31/03/2025,Pago
2713,136,57,5,99.9,120,2025-04-10,Pago
2714,187,2,5,150.0,120,2025-01-13,Cancelado
2715,285,48,4,200.0,0,2025-03-03,Pago
2716,230,19,1,150.0,0,2025-05-30,Pago
2717,252,76,3,99.9,120,25/02/2025,Enviado
2718,239,73,1,200.0,0,2025-06-18,Enviado
2719,300,12,4,200.0,10,21/01/2025,Enviado
2720,32,97,1,99.9,120,24/05/2025,Pago
2721,122,12,1,150.0,10,16/03/2025,Enviado
2722,8,80,1,99.9,120,2025-02-01,Cancelado
2723,440,66,3,99.9,10,12/05/2025,Enviado
2724,182,95,4,150.0,0,2025-04-26,Cancelado
2725,209,94,3,99.9,10,2025-01-24,Pago
2726,329,1,2,99.9,10,22/05/2025,Pago
2727,464,19,2,150.0,10,2025-05-29,Enviado
2728,224,42,3,99.9,120,2025-05-24,Cancelado
2729,386,86,4,99.9,0,2025-01-20,Pago
2730,349,30,2,150.0,120,21/02/2025,Cancelado
2731,129,41,1,99.9,10,2025-02-09,Pago
2732,16,78,3,150.0,120,2025-04-13,Pago
2733,320,36,3,99.9,0,09/02/2025,Enviado
2734,276,99,3,200.0,120,20/06/2025,Pago
2735,233,56,5,200.0,0,05/04/2025,Pago
2736,467,9,5,150.0,0,2025-05-01,Enviado
2737,317,19,5,150.0,10,2025-02-08,Enviado
2738,187,22,1,150.0,120,2025-04-13,Pago
2739,464,79,3,200.0,120,2025-04-13,Pago
2740,372,1,1,150.0,10,2025-03-11,Enviado
2741,79,49,1,200.0,10,20/06/2025,Cancelado
2742,110,97,5,99.9,120,06/02/2025,Pago
2743,215,86,1,150.0,10,2025-03-31,Pago
2744,469,88,4,99.9,10,2025-05-12,Enviado
2745,258,70,1,150.0,10,01/04/2025,Cancelado
2746,186,81,5,99.9,0,09/05/2025,Enviado
2747,172,23,3,99.9,0,02/05/2025,Enviado
2748,72,89,1,200.0,10,2025-05-15,Pago
2749,328,77,3,200.0,10,2025-01-30,Enviado
2750,17,59,3,200.0,120,2025-06-06,Pago
2751,131,34,3,99.9,0,27/06/2025,Enviado
2752,201,90,1,150.0,0,03/05/2025,Enviado
2753,462,85,1,200.0,10,2025-02-25,Cancelado
2753,126,34,4,200.0,0,2025-04-27,Cancelado
2755,414,76,4,99.9,0,2025-04-01,Cancelado
2756,302,82,4,200.0,10,01/01/2025,Cancelado
2757,271,52,5,99.9,120,28/03/2025,Pago
2758,289,11,5,150.0,120,23/05/2025,Cancelado
2759,27,82,1,200.0,120,2025-02-17,Cancelado
2760,57,61,2,150.0,0,05/04/2025,Enviado
2761,496,64,3,150.0,10,29/03/2025,Pago
2762,448,52,4,99.9,10,30/04/2025,Enviado
2763,236,96,5,150.0,0,12/01/2025,Cancelado
2764,495,66,4,200.0,0,2025-04-11,Cancelado
2765,366,18,3,150.0,120,09/02/2025,Enviado
2766,85,19,1,200.0,10,2025-05-04,Pago
2767,477,94,3,150.0,10,14/02/2025,Enviado
2768,347,50,4,150.0,10,2025-04-11,Cancelado
2769,56,43,1,200.0,10,2025-06-13,Enviado
2770,208,33,4,99.9,120,24/03/2025,Enviado
2771,233,38,4,200.0,0,2025-01-01,Pago
2772,342,24,2,200.0,120,2025-03-16,Cancelado
2773,201,82,2,99.9,120,2025-03-26,Pago
2774,478,69,4,200.0,120,2025-05-17,Pago
2775,460,34,1,150.0,0,2025-02-12,Enviado
2776,437,87,1,150.0,120,05/03/2025,Enviado
2777,330,78,2,200.0,0,2025-03-17,Cancelado
2778,452,56,5,150.0,120,2025-06-20,Enviado
2779,111,85,3,99.9,0,2025-02-24,Pago
2780,223,63,4,200.0,120,2025-01-06,Enviado
2781,6,89,4,99.9,120,2025-01-25,Pago
2782,202,33,1,150.0,10,2025-02-22,Cancelado
2783,215,94,4,150.0,0,13/04/2025,Cancelado
2784,23,95,4,99.9,10,06/03/2025,Enviado
2785,82,28,1,200.0,0,13/05/2025,Cancelado
2786,325,43,4,99.9,10,2025-02-13,Pago
2787,187,36,5,99.9,120,2025-02-01,Enviado
2788,29,95,4,99.9,0,2025-06-17,Enviado
2789,374,39,2,99.9,0,14/03/2025,Cancelado
2790,32,68,4,150.0,120,2025-04-08,Pago
2791,127,37,1,200.0,0,13/01/2025,Cancelado
2792,149,6,2,200.0,0,2025-05-11,Enviado
2793,174,9,5,200.0,0,22/04/2025,Pago
2794,307,56,3,99.9,120,02/04/2025,Pago
2795,477,48,4,150.0,120,04/05/2025,Cancelado
2796,152,14,1,150.0,0,2025-03-26,Enviado
2797,378,37,4,99.9,10,2025-03-28,Cancelado
2798,48,16,1,200.0,0,21/03/2025,Pago
2799,480,6,1,150.0,0,2025-02-08,Enviado
2800,162,33,1,200.0,120,2025-04-10,Pago
2801,90,56,5,99.9,0,20/05/2025,Enviado
2802,49,98,1,200.0,10,20/01/2025,Enviado
2803,82,82,2,200.0,10,15/02/2025,Pago
2804,266,17,2,150.0,10,2025-01-14,Cancelado
2805,411,25,3,150.0,10,2025-01-26,Cancelado
2806,192,38,5,200.0,0,19/05/2025,Enviado
2807,216,63,3,150.0,0,08/02/2025,Enviado
2808,467,62,1,200.0,0,14/05/2025,Pago
2809,168,46,5,99.9,10,07/05/2025,Enviado
2810,198,46,4,200.0,10,2025-05-30,Enviado
2811,403,99,4,200.0,120,01/04/2025,Enviado
2812,251,75,4,200.0,0,16/06/2025,Cancelado
2813,281,99,2,150.0,0,28/04/2025,Cancelado
2814,494,23,1,150.0,10,17/06/2025,Cancelado
2815,472,65,4,150.0,0,25/02/2025,Enviado
2816,228,20,2,99.9,10,2025-02-24,Cancelado
2817,463,71,3,200.0,0,09/06/2025,Cancelado
2818,274,47,2,150.0,0,2025-02-04,Cancelado
2819,185,92,5,99.9,10,05/06/2025,Enviado
2820,126,78,2,150.0,10,2025-06-12,Enviado
2821,4,31,2,200.0,120,2025-05-26,Pago
2822,493,75,1,99.9,120,2025-04-11,Cancelado
2823,495,62,5,99.9,0,15/01/2025,Enviado
2824,481,91,2,200.0,0,2025-03-21,Enviado
2825,53,66,4,99.9,0,2025-04-03,Enviado
2826,394,62,2,150.0,120,2025-01-04,Enviado
2827,57,65,1,150.0,0,29/03/2025,Cancelado
2828,486,37,5,150.0,120,2025-02-08,Cancelado
2829,379,94,1,99.9,0,07/01/2025,Cancelado
2830,29,26,1,99.9,0,2025-05-25,Cancelado
2831,182,60,5,150.0,0,05/05/2025,Cancelado
2832,134,19,5,150.0,120,20/05/2025,Enviado
2833,129,68,3,200.0,10,2025-04-06,Enviado
2834,230,6,4,200.0,0,2025-05-13,Enviado
2835,66,51,2,200.0,10,2025-02-16,Cancelado
2836,278,30,2,200.0,0,15/06/2025,Pago
2837,3,25,5,150.0,10,2025-04-14,Cancelado
2838,333,36,2,200.0,120,2025-06-09,Enviado
2839,383,67,4,150.0,10,2025-03-15,Cancelado
2840,252,34,5,200.0,120,26/05/2025,Pago
2841,422,26,2,200.0,0,2025-02-17,Pago
2842,229,98,1,150.0,120,2025-02-05,Enviado
2843,237,14,4,200.0,10,02/01/2025,Cancelado
2844,462,13,1,150.0,120,22/03/2025,Pago
2845,136,32,3,99.9,10,2025-05-25,Pago
2846,324,87,4,99.9,0,2025-01-26,Enviado
2847,408,61,5,99.9,0,07/01/2025,Enviado
2848,133,99,3,150.0,120,2025-05-17,Pago
2849,236,38,4,99.9,10,2025-03-24,Cancelado
2850,6,15,1,150.0,10,2025-02-10,Cancelado
2851,264,66,4,150.0,120,22/04/2025,Enviado
2852,473,27,4,200.0,10,2025-05-25,Enviado
2853,170,91,2,150.0,120,2025-01-17,Cancelado
2854,44,85,1,150.0,120,22/06/2025,Cancelado
2855,24,74,1,150.0,10,19/05/2025,Pago
2856,311,53,2,200.0,0,18/03/2025,Cancelado
2857,356,65,5,150.0,120,28/06/2025,Cancelado
2858,149,56,2,200.0,120,2025-02-11,Pago
2859,14,7,4,150.0,120,25/05/2025,Pago
2860,380,63,2,150.0,0,2025-03-05,Pago
2861,297,61,5,150.0,0,2025-03-27,Cancelado
2862,449,75,4,150.0,10,19/05/2025,Pago
2863,456,48,3,150.0,0,10/06/2025,Pago
2864,18,39,1,99.9,10,18/03/2025,Pago
2865,212,35,2,99.9,10,2025-01-18,Pago
2866,289,89,4,150.0,10,2025-01-19,Pago
2867,369,2,3,99.9,120,25/04/2025,Cancelado
2868,360,14,2,150.0,10,2025-06-18,Pago
2869,247,18,3,150.0,120,2025-06-02,Cancelado
2870,214,57,3,99.9,10,2025-05-03,Cancelado
2871,174,18,1,99.9,10,22/03/2025,Enviado
2872,480,80,4,150.0,10,2025-01-05,Pago
2873,372,42,5,200.0,120,08/01/2025,Enviado
2874,138,34,4,99.9,0,02/03/2025,Enviado
2875,212,17,5,200.0,120,06/05/2025,Enviado
2876,449,37,3,150.0,120,02/01/2025,Pago
2877,78,22,5,200.0,10,2025-02-15,Cancelado
2878,145,49,5,150.0,10,2025-05-31,Cancelado
2879,119,90,3,200.0,0,12/06/2025,Enviado
2880,175,51,2,150.0,10,27/05/2025,Cancelado
2881,482,18,4,200.0,120,30/03/2025,Cancelado
2882,129,84,2,150.0,120,2025-02-01,Enviado
2883,196,59,4,99.9,120,2025-04-10,Enviado
2884,222,80,4,150.0,10,01/01/2025,Cancelado
2885,237,87,2,150.0,0,2025-03-23,Pago
2886,268,5,2,99.9,0,2025-03-05,Pago
2887,181,92,3,150.0,120,2025-03-16,Enviado
2888,91,98,2,150.0,0,2025-05-03,Pago
2889,155,81,1,99.9,0,16/05/2025,Enviado
2890,473,70,1,99.9,0,2025-02-27,Pago
2891,280,57,1,150.0,10,2025-05-19,Enviado
2892,493,21,1,200.0,120,28/02/2025,Pago
2893,148,64,3,150.0,10,2025-01-25,Cancelado
2894,294,67,2,200.0,0,06/06/2025,Cancelado
2895,137,93,2,150.0,10,31/01/2025,Enviado
2896,1,57,3,150.0,120,2025-05-04,Cancelado
2897,356,35,2,99.9,10,07/05/2025,Pago
2898,417,39,5,200.0,10,23/06/2025,Cancelado
2899,176,6,4,200.0,10,20/01/2025,Pago
2899,316,90,5,200.0,10,2025-04-11,Cancelado
2901,171,63,2,150.0,0,2025-04-30,Cancelado
2902,357,16,3,150.0,120,2025-02-01,Pago
2903,246,17,5,150.0,10,06/05/2025,Enviado
2904,3,34,4,150.0,0,2025-06-12,Cancelado
2905,488,36,1,150.0,10,16/02/2025,Enviado
2906,206,7,4,150.0,0,23/06/2025,Pago
2907,192,10,1,200.0,0,2025-04-20,Cancelado
2908,341,3,2,200.0,120,2025-01-18,Enviado
2909,386,31,4,150.0,120,30/06/2025,Cancelado
2910,315,40,4,99.9,0,11/04/2025,Enviado
2911,217,41,4,150.0,0,06/03/2025,Enviado
2912,230,50,4,99.9,0,10/04/2025,Enviado
2913,392,29,4,200.0,10,16/04/2025,Pago
2914,11,8,3,150.0,0,26/01/2025,Cancelado
2915,48,41,1,150.0,120,22/03/2025,Pago
2916,50,14,2,150.0,10,2025-05-09,Cancelado
2917,21,85,1,200.0,10,23/03/2025,Enviado
2918,168,14,1,150.0,120,2025-01-28,Pago
2919,101,49,2,200.0,0,07/06/2025,Cancelado
2920,308,67,1,200.0,0,2025-03-15,Cancelado
2921,418,49,3,99.9,120,2025-05-22,Pago
2922,42,41,3,150.0,10,21/04/2025,Pago
2923,36,21,3,200.0,120,2025-02-25,Pago
2924,8,99,3,200.0,120,2025-01-08,Cancelado
2925,208,76,5,150.0,10,2025-04-15,Enviado
2926,421,4,3,150.0,0,2025-01-14,Enviado
2927,121,26,2,150.0,120,2025-05-03,Pago
2928,471,19,4,99.9,120,05/02/2025,Pago
2929,433,62,1,200.0,10,2025-02-11,Cancelado
2930,396,31,3,99.9,10,2025-04-21,Cancelado
2931,214,3,2,150.0,0,17/02/2025,Pago
2932,129,43,5,99.9,10,25/04/2025,Enviado
2933,369,57,5,200.0,0,19/02/2025,Enviado
2934,484,27,2,200.0,0,2025-03-31,Enviado
2935,28,12,3,150.0,0,29/06/2025,Cancelado
2936,423,65,1,150.0,10,2025-03-18,Enviado
2937,487,91,5,150.0,120,15/06/2025,Cancelado
2938,196,12,2,150.0,10,09/06/2025,Cancelado
2939,84,71,1,200.0,10,08/04/2025,Enviado
2940,425,57,2,200.0,0,27/05/2025,Enviado
2941,467,68,2,200.0,120,2025-06-01,Pago
2942,51,87,5,99.9,0,04/02/2025,Cancelado
2943,255,44,3,150.0,0,2025-04-04,Cancelado
2944,4,97,1,99.9,120,2025-05-04,Pago
2945,192,24,5,150.0,120,20/03/2025,Enviado
2946,138,96,2,200.0,0,28/02/2025,Pago
2947,482,90,5,99.9,0,2025-03-30,Pago
2948,92,37,1,150.0,10,15/03/2025,Cancelado
2949,198,20,1,99.9,0,25/02/2025,Pago
2950,324,35,3,150.0,120,20/06/2025,Pago
2951,136,74,1,99.9,120,2025-06-04,Pago
2952,142,26,1,200.0,10,05/02/2025,Enviado
2953,192,4,3,150.0,0,19/06/2025,Cancelado
2954,311,43,1,200.0,120,2025-01-07,Cancelado
2955,368,93,5,200.0,0,22/05/2025,Cancelado
2956,129,67,3,150.0,120,08/03/2025,Enviado
2957,136,8,2,200.0,0,2025-06-11,Enviado
2958,3,58,5,200.0,0,11/05/2025,Enviado
2959,473,80,3,99.9,0,2025-04-19,Pago
2960,497,73,4,150.0,0,2025-03-01,Cancelado
2961,88,90,4,99.9,120,10/03/2025,Pago
2962,466,28,2,99.9,10,2025-04-09,Enviado
2963,332,56,1,200.0,10,19/03/2025,Pago
2964,371,36,5,150.0,0,04/02/2025,Cancelado
2965,330,35,2,99.9,0,2025-02-24,Pago
2966,386,97,2,200.0,10,05/05/2025,Pago
2967,10,99,4,200.0,120,2025-01-01,Pago
2968,9,79,5,99.9,0,2025-05-08,Enviado
2969,111,79,2,200.0,120,19/04/2025,Pago
2970,175,19,5,150.0,120,2025-06-01,Pago
2971,235,84,1,150.0,0,2025-02-11,Cancelado
2972,298,87,2,150.0,10,2025-06-12,Pago
2973,377,47,2,150.0,0,03/03/2025,Pago
2974,435,84,1,99.9,0,17/01/2025,Enviado
2975,171,70,5,99.9,120,14/05/2025,Cancelado
2976,29,100,5,200.0,120,2025-04-10,Pago
2977,217,11,5,99.9,120,2025-06-01,Enviado
2978,139,20,4,200.0,120,2025-02-13,Pago
2979,355,17,4,200.0,0,2025-01-13,Cancelado
2980,125,72,3,150.0,120,2025-05-20,Pago
2981,331,44,4,150.0,0,29/04/2025,Enviado
2982,345,90,2,99.9,120,28/05/2025,Cancelado
2983,24,14,5,99.9,10,2025-01-08,Cancelado
2984,241,37,2,99.9,10,22/04/2025,Cancelado
2985,65,55,1,99.9,10,2025-05-16,Cancelado
2986,239,72,4,99.9,0,17/02/2025,Pago
2987,67,37,1,150.0,10,2025-04-16,Pago
2988,16,65,3,200.0,0,25/01/2025,Enviado
2989,463,62,5,150.0,0,10/03/2025,Pago
2990,27,1,5,200.0,0,2025-03-13,Pago
2991,108,14,4,99.9,0,23/04/2025,Cancelado
2992,381,73,1,150.0,120,26/03/2025,Cancelado
2993,56,34,4,150.0,120,08/01/2025,Enviado
2994,140,27,5,200.0,10,09/05/2025,Enviado
2995,412,27,3,99.9,0,22/03/2025,Pago
2996,251,85,3,150.0,120,2025-05-20,Enviado
2997,161,44,3,200.0,10,2025-05-21,Pago
2998,295,48,5,99.9,0,21/05/2025,Enviado
2999,479,52,5,99.9,120,2025-04-20,Enviado
3000,60,36,4,99.9,10,2025-06-30,Enviado
3001,323,43,5,200.0,10,2025-01-28,Enviado
3002,433,69,2,99.9,0,2025-01-22,Cancelado
3003,180,100,3,150.0,0,2025-03-02,Pago
3004,270,81,2,99.9,10,2025-03-26,Pago
3005,56,67,1,150.0,0,18/04/2025,Pago
3006,312,75,1,99.9,120,30/04/2025,Enviado
3007,448,56,1,200.0,0,07/05/2025,Enviado
3007,414,35,3,150.0,10,2025-03-31,Pago
3009,108,87,3,99.9,120,2025-01-27,Cancelado
3010,108,65,3,99.9,120,2025-01-25,Cancelado
3011,38,13,5,99.9,0,12/02/2025,Enviado
3012,342,22,3,200.0,120,30/04/2025,Enviado
3013,140,33,5,99.9,0,2025-03-16,Cancelado
3014,52,66,5,200.0,0,12/02/2025,Enviado
3015,448,3,1,200.0,0,2025-04-02,Cancelado
3016,497,45,4,99.9,0,28/04/2025,Pago
3017,339,72,1,99.9,120,2025-04-05,Pago
3018,212,25,1,99.9,120,23/03/2025,Cancelado
3019,445,74,2,99.9,0,2025-06-16,Enviado
3020,57,70,5,99.9,10,2025-01-14,Enviado
3020,312,14,3,99.9,120,18/01/2025,Pago
3022,326,42,1,200.0,120,2025-01-21,Cancelado
3023,478,85,5,150.0,120,27/06/2025,Cancelado
3024,95,100,1,200.0,0,09/06/2025,Enviado
3025,77,78,3,99.9,10,2025-05-13,Cancelado
3026,447,96,3,150.0,10,05/06/2025,Pago
3027,24,29,2,99.9,120,19/04/2025,Pago
3028,239,11,3,99.9,10,2025-02-20,Enviado
3029,340,86,3,200.0,120,28/06/2025,Enviado
3030,208,46,4,150.0,120,2025-03-08,Cancelado
3031,79,84,2,99.9,10,11/04/2025,Pago
3032,394,66,3,99.9,120,2025-02-07,Pago
3033,267,34,1,150.0,10,2025-02-27,Pago
3034,13,93,2,99.9,0,21/04/2025,Cancelado
3035,455,76,5,99.9,10,2025-04-17,Cancelado
3036,337,56,3,200.0,10,2025-02-23,Cancelado
3037,462,83,1,150.0,120,16/01/2025,Pago
3038,126,4,2,150.0,120,2025-01-12,Pago
3039,126,5,5,99.9,0,09/04/2025,Pago
3040,481,63,2,99.9,120,08/02/2025,Cancelado
3041,148,75,5,200.0,0,23/06/2025,Enviado
3042,391,98,2,150.0,10,12/06/2025,Pago
3043,440,17,2,99.9,120,2025-03-19,Cancelado
3044,490,48,1,99.9,0,2025-01-19,Enviado
3045,436,25,1,200.0,120,31/05/2025,Enviado
3046,212,78,5,150.0,10,2025-05-09,Enviado
3047,10,58,1,200.0,0,16/01/2025,Pago
3048,407,78,2,200.0,10,27/04/2025,Enviado
3049,275,21,5,150.0,10,31/03/2025,Enviado
3050,309,7,1,200.0,10,2025-04-19,Enviado
3051,157,32,5,99.9,0,04/05/2025,Enviado
3052,138,95,1,99.9,0,25/01/2025,Enviado
3053,101,53,5,99.9,0,2025-02-09,Pago
3054,233,14,3,99.9,10,2025-01-15,Pago
3055,75,11,4,99.9,10,28/05/2025,Pago
3056,128,97,3,99.9,120,28/05/2025,Cancelado
3057,275,71,2,150.0,10,06/05/2025,Pago
3058,156,2,3,200.0,120,03/02/2025,Pago
3059,454,6,4,150.0,0,23/01/2025,Cancelado
3060,341,63,2,150.0,0,2025-06-04,Enviado
3061,285,5,2,200.0,10,22/02/2025,Enviado
3062,42,40,2,200.0,120,2025-06-25,Pago
3063,242,54,1,150.0,0,2025-03-17,Cancelado
3064,442,45,3,200.0,0,2025-03-14,Enviado
3065,301,84,3,150.0,120,04/01/2025,Enviado
3066,330,15,2,150.0,120,2025-03-28,Enviado
3067,81,1,4,200.0,120,2025-05-18,Cancelado
3068,58,58,2,150.0,120,07/01/2025,Cancelado
3069,167,62,3,150.0,120,02/01/2025,Cancelado
3070,102,20,2,150.0,120,2025-02-21,Cancelado
3071,167,60,4,150.0,0,20/03/2025,Pago
3072,362,54,4,150.0,10,08/06/2025,Pago
3073,170,27,1,150.0,120,2025-01-05,Cancelado
3074,384,75,4,200.0,10,14/02/2025,Enviado
3075,200,80,2,200.0,120,03/04/2025,Pago
3076,289,24,1,200.0,120,2025-06-08,Enviado
3076,101,44,2,200.0,10,20/06/2025,Cancelado
3078,313,55,4,200.0,0,2025-04-02,Pago
